section	year	date	type	content	venue	title	file	source_url
by	2006	2006-12-20	blog-post	full-text	anildash.com	Microsoft Says, "Steal This UI"	2006--steal-this-ui.md	https://anildash.com/2006/12/20/steal-this-ui/
by	2006	2006-12-19	blog-post	full-text	anildash.com	New New York	2006--remember-how-my.md	https://anildash.com/2006/12/19/remember-how-my/
by	2006	2006-12-18	blog-post	full-text	anildash.com	Zolt Levay: The Coolest Job in the World	2006--zolt-levay-the.md	https://anildash.com/2006/12/18/zolt-levay-the/
by	2006	2006-12-18	blog-post	full-text	anildash.com	How to Be (Properly) Offensive	2006--how-to-be-prope.md	https://anildash.com/2006/12/18/how-to-be-prope/
by	2006	2006-12-15	blog-post	full-text	anildash.com	More Sociopathic Writing	2006--more-sociopathi.md	https://anildash.com/2006/12/15/more-sociopathi/
by	2006	2006-12-14	blog-post	full-text	anildash.com	Reviewing The View	2006--reviewing-the-v.md	https://anildash.com/2006/12/14/reviewing-the-v/
by	2006	2006-12-12	blog-post	full-text	anildash.com	Ask MetaFilter Links	2006--ask-metafilter-links.md	https://anildash.com/2006/12/11/ask-metafilter-links/
by	2006	2006-12-11	blog-post	full-text	anildash.com	How Matt Haughey Beat Google	2006--matt-haughey-beat-google.md	https://anildash.com/2006/12/11/matt-haughey-beat-google/
by	2006	2006-12-10	blog-post	full-text	anildash.com	How to detect a sociopath	2006--how-to-detect-a.md	https://anildash.com/2006/12/09/how-to-detect-a/
by	2006	2006-12-09	blog-post	full-text	anildash.com	How to sell a movie	2006--how-to-sell-a-m.md	https://anildash.com/2006/12/09/how-to-sell-a-m/
by	2006	2006-12-08	blog-post	full-text	anildash.com	My Favorite View of My Blog	2006--my-favorite-vie.md	https://anildash.com/2006/12/08/my-favorite-vie/
by	2006	2006-12-06	blog-post	full-text	anildash.com	Ten Thousand Fingers: Little Things Count	2006--ten-thousand-fi.md	https://anildash.com/2006/12/06/ten-thousand-fi/
by	2006	2006-12-05	blog-post	full-text	anildash.com	Links and Stuff	2006--links-and-stuff.md	https://anildash.com/2006/12/05/links-and-stuff/
by	2006	2006-12-05	interview	full-text	The Blog Herald	Interview: The Low Down On Six Apart (With Anil Dash)	2006--blog-herald-low-down-on-six-apart.md	https://blogherald.com/2006/12/05/interview-the-low-down-on-six-apart-with-anil-dash/
by	2006	2006-12-04	blog-post	full-text	anildash.com	The Race-O-Meter	2006--raceometer.md	https://anildash.com/2006/12/04/raceometer/
by	2006	2006-12-04	blog-post	full-text	anildash.com	Polishing the Diamonds Story	2006--polishing-the-diamond.md	https://anildash.com/2006/12/04/polishing-the-diamond/
by	2006	2006-12-04	blog-post	full-text	anildash.com	Just Saying No	2006--just-saying-no.md	https://anildash.com/2006/12/04/just-saying-no/
by	2006	2006-12-04	blog-post	full-text	anildash.com	The best blogs you aren't reading	2006--best-blogs-you-arent-reading.md	https://anildash.com/2006/12/04/best-blogs-you-arent-reading/
by	2006	2006-12-03	blog-post	full-text	anildash.com	Me? In a Classroom?	2006--me-in-a-classro.md	https://anildash.com/2006/12/03/me-in-a-classro/
by	2006	2006-12-02	blog-post	full-text	anildash.com	Surprises Abound	2006--surprises-abound.md	https://anildash.com/2006/12/01/surprises-abound/
by	2006	2006-12-01	blog-post	full-text	anildash.com	Blood Diamonds	2006--blood-diamonds.md	https://anildash.com/2006/12/01/blood-diamonds/
by	2006	2006-11-29	blog-post	full-text	anildash.com	What I do for a living	2006--what-i-do-for-a-living.md	https://anildash.com/2006/11/29/what-i-do-for-a-living/
by	2006	2006-11-28	blog-post	full-text	anildash.com	It's the Help Cat!	2006--wii-help-cat.md	https://anildash.com/2006/11/28/wii-help-cat/
by	2006	2006-11-27	blog-post	full-text	anildash.com	The Starting Line is not the Finish Line	2006--the-starting-line.md	https://anildash.com/2006/11/27/the-starting-line/
by	2006	2006-11-22	blog-post	full-text	anildash.com	Kramer, Please!	2006--kramer-please.md	https://anildash.com/2006/11/22/kramer_please/
by	2006	2006-11-21	blog-post	full-text	anildash.com	More Linking, Less Thinking	2006--more-linking-less-thinking.md	https://anildash.com/2006/11/20/more-linking-less-thinking/
by	2006	2006-11-16	blog-post	full-text	anildash.com	This is what you should read on the web	2006--have-some-links.md	https://anildash.com/2006/11/15/have-some-links/
by	2006	2006-11-14	blog-post	full-text	anildash.com	The Problem Is, The Zune Is Brown	2006--brown-zune.md	https://anildash.com/2006/11/14/brown-zune/
by	2006	2006-11-13	blog-post	full-text	anildash.com	Ding Dong, It's a Podcast!	2006--ding-dong-its-a.md	https://anildash.com/2006/11/13/ding-dong-its-a/
by	2006	2006-11-13	blog-post	full-text	anildash.com	Borat, Blogs, Boorishness and Bad Judgement	2006--borat-blogs-and.md	https://anildash.com/2006/11/12/borat-blogs-and/
by	2006	2006-11-10	blog-post	full-text	anildash.com	I'm Just Making Stuff Up	2006--n.md	https://anildash.com/2006/11/10/n/
by	2006	2006-11-09	blog-post	full-text	anildash.com	Quotes	2006--quotes.md	https://anildash.com/2006/11/09/quotes/
by	2006	2006-11-08	blog-post	full-text	anildash.com	Rethinking the Symphony	2006--rethinking-the-symphony.md	https://anildash.com/2006/11/08/rethinking-the-symphony/
by	2006	2006-11-07	blog-post	full-text	anildash.com	Names Behind  the New Face of Windows	2006--tjeerd-hoek-a-n.md	https://anildash.com/2006/11/07/tjeerd-hoek-a-n/
by	2006	2006-11-02	blog-post	full-text	anildash.com	TL;DR	2006--tldr.md	https://anildash.com/2006/11/01/tldr/
by	2006	2006-11-02	blog-post	full-text	anildash.com	The Birth of Boba Fett	2006--the-birth-of-bo.md	https://anildash.com/2006/11/02/the-birth-of-bo/
by	2006	2006-10-31	blog-post	full-text	anildash.com	The Story of America	2006--the-story-of-america.md	https://anildash.com/2006/10/31/the-story-of-america/
by	2006	2006-10-24	blog-post	full-text	anildash.com	Re-Revisiting Web Development Trends for 2006	2006--rerevisiting-we.md	https://anildash.com/2006/10/24/rerevisiting-we/
by	2006	2006-10-23	blog-post	full-text	anildash.com	Some of my best friends are Mac users	2006--some-of-my-best.md	https://anildash.com/2006/10/23/some-of-my-best/
by	2006	2006-10-22	blog-post	full-text	anildash.com	How to be a bitchy sports writer	2006--bitchy-sports-writer-how-to.md	https://anildash.com/2006/10/21/bitchy-sports-writer-how-to/
by	2006	2006-10-16	blog-post	full-text	anildash.com	Life or Death for Web 2.0	2006--life-or-death-f.md	https://anildash.com/2006/10/16/life-or-death-f/
by	2006	2006-10-02	blog-post	full-text	anildash.com	Monoculture Considered Harmful	2006--monoculture-con.md	https://anildash.com/2006/10/02/monoculture-con/
by	2006	2006-09-22	blog-post	full-text	anildash.com	Revisiting the Software Monoculture	2006--the-software-mo.md	https://anildash.com/2006/09/21/the-software-mo/
by	2006	2006-09-20	blog-post	full-text	anildash.com	The Threat of Extinction	2006--threat-of-extinction.md	https://anildash.com/2006/09/20/threat-of-extinction/
by	2006	2006-09-20	blog-post	full-text	anildash.com	On Vox: QotD: My Musical Horoscope	2006--on-vox-qotd-my-musical-horoscope.md	https://anildash.com/2006/09/20/on-vox-qotd-my-musical-horoscope/
by	2006	2006-09-20	blog-post	full-text	anildash.com	Hit The Road	2006--hit-the-road.md	https://anildash.com/2006/09/20/hit-the-road/
by	2006	2006-09-19	blog-post	full-text	anildash.com	Lawyers, Broadcasters, and Bloggers -- Oh My!	2006--lawyers-broadcasters-bloggers.md	https://anildash.com/2006/09/19/lawyers-broadcasters-bloggers/
by	2006	2006-09-18	blog-post	full-text	anildash.com	Pizza Requires Culture	2006--pizza-requires.md	https://anildash.com/2006/09/18/pizza-requires/
by	2006	2006-09-18	blog-post	full-text	anildash.com	On Vox: I'm Invincible!	2006--on-vox-im-invincible.md	https://anildash.com/2006/09/18/on-vox-im-invincible/
by	2006	2006-09-18	blog-post	full-text	anildash.com	A very small planet	2006--a-very-small-pl.md	https://anildash.com/2006/09/18/a-very-small-pl/
by	2006	2006-09-15	blog-post	full-text	anildash.com	Q &amp; A About Being A Nerd	2006--q-a-about-excel.md	https://anildash.com/2006/09/15/q-a-about-excel/
by	2006	2006-09-13	blog-post	full-text	anildash.com	Revisiting Web Development Trends for 2006	2006--revisiting-web.md	https://anildash.com/2006/09/13/revisiting-web/
by	2006	2006-09-12	blog-post	full-text	anildash.com	Newspapers Striving to Evolve	2006--newspapers-stri.md	https://anildash.com/2006/09/12/newspapers-stri/
by	2006	2006-09-11	blog-post	full-text	anildash.com	After Five Years, Failure	2006--after-five-years-failure.md	https://anildash.com/2006/09/11/after-five-years-failure/
by	2006	2006-09-08	blog-post	full-text	anildash.com	But enough about me...	2006--but-enough-abou-1.md	https://anildash.com/2006/09/08/but-enough-abou-1/
by	2006	2006-09-07	blog-post	full-text	anildash.com	Draw the Map, Draw the World	2006--draw-the-map-dr.md	https://anildash.com/2006/09/07/draw-the-map-dr/
by	2006	2006-09-06	blog-post	full-text	anildash.com	News Flash: Spam Is Bad!	2006--news-flash-spam.md	https://anildash.com/2006/09/06/news-flash-spam/
by	2006	2006-09-05	blog-post	full-text	anildash.com	Help Keep Things Running!	2006--help-keep-thing.md	https://anildash.com/2006/09/05/help-keep-thing/
by	2006	2006-08-31	blog-post	full-text	anildash.com	It's Always August	2006--its-always-augu.md	https://anildash.com/2006/08/31/its-always-augu/
by	2006	2006-08-30	blog-post	full-text	anildash.com	Pusateri's Pluto Planet Protest	2006--pusateris-pluto.md	https://anildash.com/2006/08/30/pusateris-pluto/
by	2006	2006-08-30	blog-post	full-text	anildash.com	Frank Zappa on Crossfire	2006--frank-zappa-on.md	https://anildash.com/2006/08/30/frank-zappa-on/
by	2006	2006-08-29	blog-post	full-text	anildash.com	More conversation about the Google Office	2006--more-conversati.md	https://anildash.com/2006/08/29/more-conversati/
by	2006	2006-08-29	blog-post	full-text	anildash.com	A New Design	2006--a-new-design.md	https://anildash.com/2006/08/29/a-new-design/
by	2006	2006-08-28	blog-post	full-text	anildash.com	Office 2.0 Conference	2006--office-20-confe.md	https://anildash.com/2006/08/28/office-20-confe/
by	2006	2006-08-28	blog-post	full-text	anildash.com	Google Office: Google Apps for Your Domain	2006--google-office-g.md	https://anildash.com/2006/08/28/google-office-g/
by	2006	2006-08-28	blog-post	full-text	anildash.com	Geeking in Excel Again	2006--geeking-in-exce.md	https://anildash.com/2006/08/28/geeking-in-exce/
by	2006	2006-08-28	blog-post	full-text	anildash.com	A History of the Google Office	2006--a-history-of-th.md	https://anildash.com/2006/08/28/a-history-of-th/
by	2006	2006-08-27	blog-post	full-text	anildash.com	On Vox: Excel-lent.	2006--on-vox-excel-lent.md	https://anildash.com/2006/08/26/on-vox-excel-lent/
by	2006	2006-08-24	blog-post	full-text	anildash.com	100 Perfect Pixels: Vox Neighborhood	2006--100-perfect-pix.md	https://anildash.com/2006/08/24/100-perfect-pix-2/
by	2006	2006-08-23	blog-post	full-text	anildash.com	Sexy: Links. Unsexy: Schadenfreude	2006--sexy-links-unse.md	https://anildash.com/2006/08/23/sexy-links-unse/
by	2006	2006-08-22	blog-post	full-text	anildash.com	100 Perfect Pixels: Amazon's Gold Box	2006--100-perfect-pix-1.md	https://anildash.com/2006/08/22/100-perfect-pix-1/
by	2006	2006-08-21	blog-post	full-text	anildash.com	Crackhead-Terrorist-Crazy Frenchman Love Triangle!	2006--crackheadterror.md	https://anildash.com/2006/08/21/crackheadterror/
by	2006	2006-08-20	blog-post	full-text	anildash.com	On Vox: Pandora can see my soul.	2006--on-vox-pandora-can-see-my-soul.md	https://anildash.com/2006/08/20/on-vox-pandora-can-see-my-soul/
by	2006	2006-08-20	blog-post	full-text	anildash.com	On Vox: A QOTD From Me!	2006--on-vox-a-qotd-from-me.md	https://anildash.com/2006/08/20/on-vox-a-qotd-from-me/
by	2006	2006-08-18	blog-post	full-text	anildash.com	Do blogs really have an impact?	2006--blogging-impact.md	https://anildash.com/2006/08/18/blogging-impact/
by	2006	2006-08-17	blog-post	full-text	anildash.com	The Windows Apps You Never Need To Install	2006--the-windows-app.md	https://anildash.com/2006/08/17/the-windows-app/
by	2006	2006-08-16	blog-post	full-text	anildash.com	Way Too Much	2006--way-too-much.md	https://anildash.com/2006/08/16/way-too-much/
by	2006	2006-08-16	blog-post	full-text	anildash.com	Talladega Nights, in review	2006--talladega-night.md	https://anildash.com/2006/08/16/talladega-night/
by	2006	2006-08-16	blog-post	full-text	anildash.com	Pity the poor tourist	2006--pity-the-poor-t.md	https://anildash.com/2006/08/16/pity-the-poor-t/
by	2006	2006-08-16	blog-post	full-text	anildash.com	Letters of Complaint	2006--letters-of-comp.md	https://anildash.com/2006/08/16/letters-of-comp/
by	2006	2006-08-16	blog-post	full-text	anildash.com	Hooray Cholesterol!	2006--hooray-choleste.md	https://anildash.com/2006/08/16/hooray-choleste/
by	2006	2006-08-16	blog-post	full-text	anildash.com	Here comes Water War I	2006--here-comes-wate.md	https://anildash.com/2006/08/16/here-comes-wate/
by	2006	2006-08-16	blog-post	full-text	anildash.com	Evidence of Writer	2006--evidence-of-wri.md	https://anildash.com/2006/08/16/evidence-of-wri/
by	2006	2006-08-15	blog-post	full-text	anildash.com	On Vox: Check the Mailbox, Biatch!	2006--on-vox-check-the-mailbox-biatch.md	https://anildash.com/2006/08/14/on-vox-check-the-mailbox-biatch/
by	2006	2006-08-14	blog-post	full-text	anildash.com	Flash Back	2006--flash-back.md	https://anildash.com/2006/08/14/flash-back/
by	2006	2006-08-11	blog-post	full-text	anildash.com	The Palms Are Not On Fire	2006--the-palms-are-n.md	https://anildash.com/2006/08/11/the-palms-are-n/
by	2006	2006-08-10	blog-post	full-text	anildash.com	I'm in the Time Shares Exhibition	2006--time-shares-exh.md	https://anildash.com/2006/08/10/time-shares-exh/
by	2006	2006-08-09	blog-post	full-text	anildash.com	Winning at What Cost?	2006--winning-at-what.md	https://anildash.com/2006/08/09/winning-at-what/
by	2006	2006-08-09	blog-post	full-text	anildash.com	Learning from the best	2006--learning-from-t-1.md	https://anildash.com/2006/08/09/learning-from-t-1/
by	2006	2006-08-08	blog-post	full-text	anildash.com	They Wrote The Manual	2006--they-wrote-the.md	https://anildash.com/2006/08/08/they-wrote-the/
by	2006	2006-08-08	blog-post	full-text	anildash.com	Revisiting the Wikipedia Conversation	2006--revisiting-the.md	https://anildash.com/2006/08/08/revisiting-the/
by	2006	2006-08-08	blog-post	full-text	anildash.com	(Insert "Gopher" Pun Here)	2006--insert-gopher-p.md	https://anildash.com/2006/08/08/insert-gopher-p/
by	2006	2006-08-08	blog-post	full-text	anildash.com	I Make Funny Noises	2006--i-make-funny-no.md	https://anildash.com/2006/08/08/i-make-funny-no/
by	2006	2006-08-08	blog-post	full-text	anildash.com	Dvorak on Online Community	2006--dvorak-on-onlin.md	https://anildash.com/2006/08/08/dvorak-on-onlin/
by	2006	2006-08-08	blog-post	full-text	anildash.com	Discontiguous Extended Selection Fun!	2006--discontiguous-e.md	https://anildash.com/2006/08/08/discontiguous-e/
by	2006	2006-08-07	blog-post	full-text	anildash.com	YouTube Killed My Baby	2006--youtube-killed.md	https://anildash.com/2006/08/07/youtube-killed/
by	2006	2006-08-04	blog-post	full-text	anildash.com	Alright, Kids.	2006--alright-kids.md	https://anildash.com/2006/08/04/alright-kids/
by	2006	2006-08-03	blog-post	full-text	anildash.com	I'm a Cranky Geek!	2006--im-a-cranky-gee.md	https://anildash.com/2006/08/03/im-a-cranky-gee/
by	2006	2006-08-02	blog-post	full-text	anildash.com	Love and Hate Links	2006--love-and-hate-l.md	https://anildash.com/2006/08/02/love-and-hate-l/
by	2006	2006-08-01	blog-post	full-text	anildash.com	Open Your Eyes And Read The Links	2006--open-your-eyes.md	https://anildash.com/2006/08/01/open-your-eyes/
by	2006	2006-08-01	blog-post	full-text	anildash.com	Anti-Wikipedia Links	2006--antipedia-links.md	https://anildash.com/2006/07/31/antipedia-links/
by	2006	2006-07-31	blog-post	full-text	anildash.com	Antipedia	2006--quitting-wikipe.md	https://anildash.com/2006/07/31/quitting-wikipe/
by	2006	2006-07-26	blog-post	full-text	anildash.com	Payment, Please!	2006--payment-please.md	https://anildash.com/2006/07/26/payment-please/
by	2006	2006-07-25	blog-post	full-text	anildash.com	I Put Links In The Blog...	2006--i-put-links-in.md	https://anildash.com/2006/07/25/i-put-links-in/
by	2006	2006-07-24	blog-post	full-text	anildash.com	Start Your Week With Links	2006--start-your-week.md	https://anildash.com/2006/07/24/start-your-week/
by	2006	2006-07-24	blog-post	full-text	anildash.com	Sales Numbers	2006--sales-numbers.md	https://anildash.com/2006/07/23/sales-numbers/
by	2006	2006-07-20	blog-post	full-text	anildash.com	Would You Like Some Links?	2006--would-you-like.md	https://anildash.com/2006/07/20/would-you-like/
by	2006	2006-07-20	blog-post	full-text	anildash.com	On Vox: below the belt	2006--on-vox-below-the-belt.md	https://anildash.com/2006/07/20/on-vox-below-the-belt/
by	2006	2006-07-19	blog-post	full-text	anildash.com	Massaging the Data	2006--massaging-the-d.md	https://anildash.com/2006/07/19/massaging-the-d/
by	2006	2006-07-18	blog-post	full-text	anildash.com	The goatse t-shirt, a year later	2006--the-goatse-tshi.md	https://anildash.com/2006/07/18/the-goatse-tshi/
by	2006	2006-07-18	blog-post	full-text	anildash.com	Justin, Just Links	2006--justin-just-lin.md	https://anildash.com/2006/07/18/justin-just-lin/
by	2006	2006-07-17	blog-post	full-text	anildash.com	The Challenge of Technology	2006--the-challenge-o.md	https://anildash.com/2006/07/17/the-challenge-o/
by	2006	2006-07-17	blog-post	full-text	anildash.com	Justin Timberlake's "SexyBack": Pop for indie rock MP3 blogs	2006--justin-timberla.md	https://anildash.com/2006/07/17/justin-timberla/
by	2006	2006-07-14	blog-post	full-text	anildash.com	The VC Three	2006--the-vc-three.md	https://anildash.com/2006/07/14/the-vc-three/
by	2006	2006-07-12	blog-post	full-text	anildash.com	Subscribe! (A little housekeeping)	2006--subscribe-a-lit.md	https://anildash.com/2006/07/12/subscribe-a-lit/
by	2006	2006-07-12	blog-post	full-text	anildash.com	Culture Jamming, or Jam & Lewis	2006--culture-jamming.md	https://anildash.com/2006/07/12/culture-jamming/
by	2006	2006-07-11	blog-post	full-text	anildash.com	Zidane World Cup Headbutt Animation Festival	2006--zidane-world-cu.md	https://anildash.com/2006/07/11/zidane-world-cu/
by	2006	2006-07-11	blog-post	full-text	anildash.com	Best Day Ever: Chris Anderson	2006--best-day-ever-c.md	https://anildash.com/2006/07/11/best-day-ever-c/
by	2006	2006-07-10	blog-post	full-text	anildash.com	Bonus Features: The House of Links	2006--bonus-features.md	https://anildash.com/2006/07/10/bonus-features/
by	2006	2006-07-10	blog-post	full-text	anildash.com	A Review: Long Tail in the House!	2006--a-review-long-t.md	https://anildash.com/2006/07/10/a-review-long-t/
by	2006	2006-07-08	blog-post	full-text	anildash.com	On Vox: The Jay-Z of Blogging	2006--on-vox-the-jay-z-of-blogging.md	https://anildash.com/2006/07/08/on-vox-the-jay-z-of-blogging/
by	2006	2006-07-07	blog-post	full-text	anildash.com	Just the Links: Meaningful?	2006--just-the-links.md	https://anildash.com/2006/07/06/just-the-links/
by	2006	2006-07-07	blog-post	full-text	anildash.com	I am appealing to young men!	2006--i-am-appealing.md	https://anildash.com/2006/07/07/i-am-appealing/
by	2006	2006-07-06	blog-post	full-text	anildash.com	Making Something Meaningful	2006--making-somethin.md	https://anildash.com/2006/07/05/making-somethin/
by	2006	2006-06-27	blog-post	full-text	anildash.com	Continuing the Conversation	2006--continuing-the.md	https://anildash.com/2006/06/27/continuing-the/
by	2006	2006-06-19	blog-post	full-text	anildash.com	Office 2007 is the Bravest Upgrade Ever	2006--office-2007s-ri.md	https://anildash.com/2006/06/19/office-2007s-ri/
by	2006	2006-06-14	blog-post	full-text	anildash.com	The Best Microsoft Blog	2006--the-best-micros.md	https://anildash.com/2006/06/14/the-best-micros/
by	2006	2006-06-09	blog-post	full-text	anildash.com	A Malcolm and a Martin	2006--a-malcolm-and-a.md	https://anildash.com/2006/06/09/a-malcolm-and-a/
by	2006	2006-06-07	blog-post	full-text	anildash.com	That's good blog!	2006--thats-good-blog.md	https://anildash.com/2006/06/07/thats-good-blog/
by	2006	2006-05-31	blog-post	full-text	anildash.com	YHBT HAND 2.0	2006--yhbt-hand.md	https://anildash.com/2006/05/31/yhbt-hand/
by	2006	2006-05-24	blog-post	full-text	anildash.com	I'm a Hustla, Baby	2006--im-a-hustla-bab.md	https://anildash.com/2006/05/24/im-a-hustla-bab/
by	2006	2006-05-19	blog-post	full-text	anildash.com	Writing For Linking	2006--writing-for-lin.md	https://anildash.com/2006/05/19/writing-for-lin/
by	2006	2006-05-14	blog-post	full-text	anildash.com	People Really Wanna Talk About Star	2006--people-really-w.md	https://anildash.com/2006/05/14/people-really-w/
by	2006	2006-05-04	blog-post	full-text	anildash.com	Now here's what you need to know	2006--links.md	https://anildash.com/2006/05/04/links/
by	2006	2006-05-03	blog-post	full-text	anildash.com	Denial of Service Attack Against Six Apart	2006--denial-of-servi.md	https://anildash.com/2006/05/03/denial-of-servi/
by	2006	2006-04-28	blog-post	full-text	anildash.com	The Ultimate Commenting Experience	2006--the-ultimate-co.md	https://anildash.com/2006/04/27/the-ultimate-co/
by	2006	2006-04-24	blog-post	full-text	anildash.com	Daniel Henninger is (Probably) Not a Cannibal	2006--daniel-henninge.md	https://anildash.com/2006/04/24/daniel-henninge/
by	2006	2006-04-11	blog-post	full-text	anildash.com	Guesting at Kottke	2006--guesting-at-kot.md	https://anildash.com/2006/04/11/guesting-at-kot/
by	2006	2006-04-10	blog-post	full-text	anildash.com	Badvocacy	2006--badvocacy.md	https://anildash.com/2006/04/10/badvocacy/
by	2006	2006-04-04	blog-post	full-text	anildash.com	Even More on Copy and Paste	2006--even-more-on-co.md	https://anildash.com/2006/04/04/even-more-on-co/
by	2006	2006-03-31	blog-post	full-text	anildash.com	Your April Fool's Joke Sucks.	2006--your-april-fool.md	https://anildash.com/2006/03/31/your-april-fool/
by	2006	2006-03-29	blog-post	full-text	anildash.com	Hooray Blogs!	2006--hooray-blogs.md	https://anildash.com/2006/03/29/hooray-blogs/
by	2006	2006-03-28	blog-post	full-text	anildash.com	Seen It	2006--seen-it.md	https://anildash.com/2006/03/28/seen-it/
by	2006	2006-03-16	blog-post	full-text	anildash.com	A Culture of Criticism	2006--a-culture-of-cr.md	https://anildash.com/2006/03/15/a-culture-of-cr/
by	2006	2006-03-13	blog-post	full-text	anildash.com	CNN, Your mother must be proud!	2006--cnn-your-mother.md	https://anildash.com/2006/03/12/cnn-your-mother/
by	2006	2006-03-12	blog-post	full-text	anildash.com	Panda Joke VII	2006--panda-joke-vii.md	https://anildash.com/2006/03/12/panda-joke-vii/
by	2006	2006-03-10	blog-post	full-text	anildash.com	KICKless in Austin	2006--kickless-in-aus.md	https://anildash.com/2006/03/10/kickless-in-aus/
by	2006	2006-03-07	blog-post	full-text	anildash.com	Copy and Paste? Live Clipboard.	2006--copy-and-paste.md	https://anildash.com/2006/03/07/copy-and-paste/
by	2006	2006-03-06	blog-post	full-text	anildash.com	Reinventing Copy and Paste	2006--reinventing-cop.md	https://anildash.com/2006/03/05/reinventing-cop/
by	2006	2006-02-27	blog-post	full-text	anildash.com	The Road to Standardization	2006--the-road-to-sta.md	https://anildash.com/2006/02/27/the-road-to-sta/
by	2006	2006-02-24	blog-post	full-text	anildash.com	Squee!	2006--squee.md	https://anildash.com/2006/02/23/squee/
by	2006	2006-02-24	blog-post	full-text	anildash.com	Me Me Me Me	2006--me-me-me-me.md	https://anildash.com/2006/02/24/me-me-me-me/
by	2006	2006-02-21	blog-post	full-text	anildash.com	Michael Koppelman's Blog	2006--michael-koppelmans-blog.md	https://anildash.com/2006/02/21/michael-koppelmans-blog/
by	2006	2006-02-19	blog-post	full-text	anildash.com	Do you love words?	2006--do-you-love-wor.md	https://anildash.com/2006/02/19/do-you-love-wor/
by	2006	2006-02-18	blog-post	full-text	anildash.com	Some Humans Are Defective	2006--some-humans-are.md	https://anildash.com/2006/02/18/some-humans-are/
by	2006	2006-02-16	blog-post	full-text	anildash.com	undesign	2006--undesign.md	https://anildash.com/2006/02/15/undesign/
by	2006	2006-02-06	blog-post	full-text	anildash.com	Web 2.0 Overload	2006--web-20-overload.md	https://anildash.com/2006/02/06/web-20-overload/
by	2006	2006-02-03	blog-post	full-text	anildash.com	Alt Weeklies, San Francisco, Curiosity, and Bullshit	2006--san-francisco-b.md	https://anildash.com/2006/02/03/san-francisco-b/
by	2006	2006-02-01	blog-post	full-text	anildash.com	Y es el amor el que importa.	2006--y-es-el-amor-el.md	https://anildash.com/2006/02/01/y-es-el-amor-el/
by	2006	2006-01-30	blog-post	full-text	anildash.com	Four Things	2006--four-things.md	https://anildash.com/2006/01/30/four-things/
by	2006	2006-01-24	blog-post	full-text	anildash.com	I AM SHARING THIS WITH YOU	2006--more-links.md	https://anildash.com/2006/01/24/more-links/
by	2006	2006-01-19	blog-post	full-text	anildash.com	Outlining a Blog	2006--outlining-a-blo.md	https://anildash.com/2006/01/18/outlining-a-blo/
by	2006	2006-01-16	blog-post	full-text	anildash.com	Thanks to Dr. King	2006--thanks-to-dr-ki.md	https://anildash.com/2006/01/16/thanks-to-dr-ki/
by	2006	2006-01-13	blog-post	full-text	anildash.com	Crashing in the Pacific	2006--crashing-in-the.md	https://anildash.com/2006/01/13/crashing-in-the/
by	2006	2006-01-12	blog-post	full-text	anildash.com	R. Kelly's Happy People!	2006--r-kellys-happy-people.md	https://anildash.com/2006/01/12/r-kellys-happy-people/
by	2006	2006-01-06	blog-post	full-text	anildash.com	Bill, Meet Justin	2006--bill-meet-justi-1.md	https://anildash.com/2006/01/06/bill-meet-justi-1/
by	2006	2006-01-05	blog-post	full-text	anildash.com	Dos and Don'ts for Beating the iPod (and iTunes)	2006--the-top-10-dos.md	https://anildash.com/2006/01/05/the-top-10-dos/
by	2006	2006-01-05	blog-post	full-text	anildash.com	What's Good Lately	2006--post.md	https://anildash.com/2006/01/04/post-2/
by	2005	2005-12-27	blog-post	full-text	anildash.com	Interview with Alan Leeds	2005--interview-with-alan-leeds.md	https://anildash.com/2005/12/26/interview-with-alan-leeds/
by	2005	2005-12-25	blog-post	full-text	anildash.com	Off to Taipei	2005--off-to-taipei.md	https://anildash.com/2005/12/24/off-to-taipei/
by	2005	2005-12-22	blog-post	full-text	anildash.com	Time for Excel Nerding!	2005--time-for-excel.md	https://anildash.com/2005/12/21/time-for-excel/
by	2005	2005-12-20	blog-post	full-text	anildash.com	How (Blogging) Awards Work	2005--how-blogging-aw.md	https://anildash.com/2005/12/19/how-blogging-aw/
by	2005	2005-12-18	blog-post	full-text	anildash.com	Interview with Niall	2005--interview-with-1.md	https://anildash.com/2005/12/18/interview-with-1/
by	2005	2005-12-16	blog-post	full-text	anildash.com	It's Good To Have Friends	2005--its-good-to-hav-1.md	https://anildash.com/2005/12/16/its-good-to-hav-1/
by	2005	2005-12-15	blog-post	full-text	anildash.com	Antisocial Behavior	2005--antisocial-beha.md	https://anildash.com/2005/12/15/antisocial-beha/
by	2005	2005-12-13	blog-post	full-text	anildash.com	Learning from mistakes	2005--learning-from-m.md	https://anildash.com/2005/12/13/learning-from-m/
by	2005	2005-12-12	blog-post	full-text	anildash.com	Gutenberg, not Google	2005--gutenberg-not-g.md	https://anildash.com/2005/12/12/gutenberg-not-g/
by	2005	2005-12-05	blog-post	full-text	anildash.com	The March of Progress	2005--the-march-of-pr.md	https://anildash.com/2005/12/05/the-march-of-pr/
by	2005	2005-12-05	blog-post	full-text	anildash.com	Bay Movies, Bernoulli, Slang at the Pole and KartMatch	2005--post-1.md	https://anildash.com/2005/12/05/post-1/
by	2005	2005-11-28	blog-post	full-text	anildash.com	Colors, Brands, and Competition	2005--colors-brands-and-competition.md	https://anildash.com/2005/11/27/colors-brands-and-competition/
